id,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
3838,29,1,11,5,46.1,23.55,0.96623295,9.89031705,0
3870,33,2,13,2,81.2,3.62,0.09700152,2.84243848,0
4484,35,1,13,12,29.9,6.89,0.65511498,1.40499502,0
3505,40,2,14,10,71.4,16.1,0.6092562,10.8861438,0
3021,40,3,16,0,160.3,19.53,14.7140973,16.5924927,1
202,31,4,0,10,27.8,13.52,0.28565056,3.47290944,1
782,31,3,0,7,25.2,4.96,0.18998784,1.05993216,1
2556,32,2,8,12,19.9,19.46,1.06107596,2.81146404,1
3816,24,2,2,4,14.3,13.1,0.2641353,1.6091647,1
4413,36,1,16,8,35.2,5.07,1.0618608,0.7227792,0
652,48,3,22,24,196.3,13.06,2.28167342,23.35510658,0
1681,45,2,20,19,68.2,2.21,0.54109198,0.96612802,0
4900,31,5,4,6,35.7,8.46,1.0721781,1.9480419,1
4384,28,1,1,2,14.1,14.83,1.20861534,0.88241466,0
2329,44,1,22,16,96.3,9.14,3.89040444,4.91141556,0
2705,47,1,3,18,23.3,7.45,0.4270191,1.3088309,0
1863,27,2,1,3,29.6,20.02,4.0888848,1.8370352,1
2008,25,3,0,4,19.0,15.75,0.6014925,2.3910075,0
2139,28,2,7,5,20.5,5.28,0.1060752,0.9763248,0
3092,33,1,15,2,67.3,1.84,0.89035208,0.34796792,0
4935,33,1,5,3,28.0,9.17,1.02704,1.54056,0
1191,54,2,12,17,54.2,13.12,3.42752128,3.68351872,0
1093,23,1,7,3,18.6,6.94,0.29947488,0.99136512,0
4171,39,3,0,9,25.1,11.45,1.092101,1.781849,0
656,30,2,1,4,22.6,4.76,0.26894,0.80682,0
1673,55,1,24,16,110.7,12.97,7.27939953,7.07839047,0
4829,23,1,7,0,21.0,3.45,0.137655,0.586845,0
1931,42,1,2,1,22.3,1.69,0.01733602,0.35953398,0
3789,41,1,11,17,43.2,3.78,0.8328096,0.8001504,0
3551,31,1,3,12,16.8,7.76,0.08865024,1.21502976,0
4291,34,2,1,1,32.0,9.44,0.8790528,2.1417472,1
3785,36,1,4,10,27.8,26.18,1.6739492,5.6040908,0
697,23,2,0,1,24.4,31.12,3.37141632,4.22186368,1
4315,41,1,13,15,48.9,1.3,0.3642561,0.2714439,0
810,29,2,6,9,30.5,10.08,1.3865544,1.6878456,0
1939,42,1,14,4,45.0,12.97,1.6050375,4.2314625,1
3910,24,1,0,5,14.9,3.47,0.11322957,0.40380043,0
4133,42,2,20,10,128.3,6.89,3.88070293,4.95916707,0
3543,54,5,26,13,389.8,2.98,2.88077792,8.73526208,0
1446,43,2,6,16,32.4,12.5,1.1583,2.8917,1
166,43,1,13,23,38.4,2.78,0.15906048,0.90845952,0
4542,25,1,5,6,24.0,8.17,1.137264,0.823536,1
1299,29,1,2,3,32.5,8.81,1.3571805,1.5060695,1
1606,53,2,16,34,138.9,1.0,0.459759,0.929241,0
1464,26,1,9,2,18.2,26.31,3.17472246,1.61369754,0
2693,45,1,11,19,46.5,10.02,0.9877716,3.6715284,0
153,43,1,6,8,23.0,3.01,0.2326128,0.4596872,0
114,38,4,6,13,65.3,14.94,6.17543406,3.58038594,0
1029,45,1,9,25,26.2,16.25,1.78815,2.46935,1
2753,55,1,29,33,153.2,17.16,6.41454528,19.87457472,0
1239,36,1,15,3,34.7,8.03,0.81084531,1.97556469,0
2493,28,3,4,3,25.7,10.01,1.11906795,1.45350205,0
4306,23,4,0,2,16.9,8.3,0.7265986,0.6761014,1
2994,28,1,5,5,20.7,19.55,1.3273668,2.7194832,1
106,43,2,1,1,54.2,5.9,1.454999,1.742801,0
3981,33,2,8,3,64.9,11.16,1.8469242,5.3959158,0
1531,31,3,9,6,34.0,7.36,1.4113536,1.0910464,1
4195,33,1,8,4,44.2,2.2,0.257686,0.714714,0
2626,26,1,2,2,20.8,12.23,0.60797776,1.93586224,1
4703,44,1,8,22,45.7,12.81,2.35923051,3.49493949,0
183,41,4,14,3,44.2,1.7,0.3546608,0.3967392,0
621,36,1,16,12,42.4,3.11,0.80041448,0.51822552,0
1595,40,2,17,2,73.3,8.69,2.25489858,4.11487142,0
268,25,2,5,4,15.9,4.02,0.44039502,0.19878498,0
1114,24,1,0,0,14.0,5.88,0.1514688,0.6717312,1
4351,35,1,15,16,35.8,31.77,3.61682388,7.75683612,1
2617,22,2,0,2,16.1,1.08,0.10589292,0.06798708,0
1783,45,1,27,23,82.7,12.05,4.7036452,5.2617048,0
583,45,1,23,8,100.9,3.77,2.72361388,1.08031612,0
3229,31,3,6,5,67.8,14.0,4.764984,4.727016,0
4968,29,1,1,8,16.1,22.58,0.40716256,3.22821744,1
1361,38,2,15,3,42.9,5.82,0.16728426,2.32949574,0
3001,23,1,6,4,15.8,7.93,0.26562328,0.98731672,0
3369,39,1,7,8,23.5,6.99,0.5782128,1.0644372,0
904,42,2,19,5,75.7,2.39,0.99145804,0.81777196,0
3898,32,2,0,2,27.7,11.52,0.63182592,2.55921408,0
3858,51,1,10,2,64.8,3.78,1.5431472,0.9062928,0
779,37,2,8,3,32.6,5.19,0.42467694,1.26726306,0
3696,45,1,2,4,25.1,13.45,0.93513815,2.44081185,1
3095,44,3,19,17,172.8,0.54,0.53934336,0.39377664,0
2231,46,2,24,2,61.9,7.93,1.0308207,3.8778493,0
2276,38,1,12,13,45.3,10.58,1.21256322,3.58017678,0
3392,25,1,3,2,21.6,20.43,0.5074812,3.9053988,0
2555,49,2,11,26,56.3,6.88,2.4983688,1.3750712,0
146,24,1,7,2,16.7,2.42,0.08325284,0.32088716,0
408,28,1,8,6,27.5,5.29,0.23712425,1.21762575,0
1816,33,2,7,2,45.5,1.27,0.11614785,0.46170215,0
3215,30,1,2,9,19.3,8.6,1.1353032,0.5244968,1
3042,48,2,23,20,74.5,6.35,0.4825365,4.2482135,0
4730,21,1,1,2,17.3,25.92,1.34973216,3.13442784,1
304,30,1,0,11,17.1,0.51,0.03767472,0.04953528,0
4025,48,1,2,10,42.4,19.89,4.09861296,4.33474704,1
1141,45,1,23,15,101.8,25.98,11.71630452,14.73133548,1
1421,48,2,18,29,100.1,23.37,10.5270165,12.8663535,0
4604,23,2,0,1,17.8,8.73,0.47239776,1.08154224,1
3721,39,1,9,16,97.9,15.93,7.62618483,7.96928517,0
1341,47,5,12,19,56.6,16.06,2.35429964,6.73566036,0
759,43,1,1,16,26.6,16.71,1.79572344,2.64913656,0
3717,32,2,9,0,34.1,3.68,0.32250416,0.93237584,1
215,22,1,0,1,17.5,8.53,0.1940575,1.2986925,1
2653,29,1,13,0,51.7,6.36,0.13481292,3.15330708,0
109,28,3,1,6,31.8,14.46,1.99565352,2.60262648,1
1174,46,4,14,4,125.4,25.97,17.911509,14.654871,1
98,48,1,21,4,50.3,5.29,0.10377393,2.55709607,0
1007,34,1,8,6,22.3,1.57,0.04306353,0.30704647,0
2103,39,4,6,13,78.0,14.36,7.4373312,3.7634688,1
3836,34,1,1,6,18.8,13.35,0.7604694,1.7493306,0
653,25,2,1,4,17.4,9.36,1.30616928,0.32247072,0
3734,35,2,16,15,51.8,7.81,1.66273338,2.38284662,0
2582,29,1,4,6,25.8,7.99,0.67408434,1.38733566,0
2056,28,3,3,2,40.6,4.6,0.6592628,1.2083372,0
2096,46,2,11,15,84.1,3.33,1.06980246,1.73072754,0
258,41,1,10,7,46.8,4.71,0.8596692,1.3446108,0
1290,34,1,15,11,63.5,11.98,2.5332309,5.0740691,0
3733,51,1,30,11,55.6,6.31,0.67360512,2.83475488,0
2108,27,1,9,3,30.0,13.7,2.2194,1.8906,0
1773,36,1,12,16,32.2,10.09,0.84798378,2.40099622,0
329,40,1,12,16,32.8,3.23,0.55514656,0.50429344,0
2697,28,1,6,0,18.9,5.71,0.23526342,0.84392658,1
952,22,1,2,3,15.8,5.79,0.10245984,0.81236016,1
667,43,3,15,11,99.8,5.36,2.86721408,2.48206592,0
4840,22,1,1,1,25.5,2.63,0.1354713,0.5351787,0
4569,21,1,4,0,22.0,17.23,0.7694918,3.0211082,0
1561,22,2,1,2,20.3,4.1,0.1015406,0.7307594,0
637,30,1,9,2,39.1,14.22,2.35188846,3.20813154,0
2658,32,4,4,12,37.1,0.5,0.114639,0.070861,0
4843,35,1,16,0,120.6,11.54,9.21321288,4.70402712,1
4487,33,3,5,1,30.4,5.04,1.02041856,0.51174144,0
1678,25,4,2,0,25.7,5.44,0.55503776,0.84304224,1
4992,25,1,7,6,30.9,6.32,1.25765472,0.69522528,0
4972,47,1,7,13,62.8,21.9,6.9316128,6.8215872,1
1389,33,1,5,5,17.7,3.25,0.01898325,0.55626675,0
1971,26,1,9,4,59.2,7.54,1.4953328,2.9683472,0
2059,43,1,21,5,75.2,10.84,1.28796544,6.86371456,0
2191,43,1,17,5,51.4,18.69,1.69077216,7.91588784,0
4863,31,2,12,3,37.9,4.72,0.58317488,1.20570512,0
4125,53,1,31,15,175.4,16.22,8.6772134,19.7726666,0
2564,35,1,4,1,26.1,7.67,0.17816643,1.82370357,0
149,42,1,3,18,18.5,12.43,0.70596185,1.59358815,0
990,39,1,15,17,31.5,28.81,0.93474045,8.14040955,0
3133,44,2,23,22,181.9,2.72,1.0884896,3.8591904,0
2035,28,4,3,9,73.5,4.44,1.1552436,2.1081564,1
2339,35,3,4,3,37.5,13.76,3.45204,1.70796,1
2470,25,1,4,1,20.0,21.86,0.756356,3.615644,0
1388,33,1,11,5,23.0,15.29,2.0291359,1.4875641,0
69,42,1,10,18,48.3,19.9,6.824307,2.787393,1
1448,33,1,12,3,41.7,27.1,5.8311612,5.4695388,1
2416,31,3,9,4,28.2,4.53,0.18395424,1.09350576,0
3412,37,1,17,9,58.3,6.28,0.95558364,2.70565636,0
645,33,1,5,7,19.4,10.28,1.41796152,0.57635848,0
1015,35,1,3,8,20.3,8.65,0.4073804,1.3485696,0
123,43,4,20,1,167.7,2.69,0.73080306,3.78032694,0
3070,24,1,5,4,35.6,1.92,0.24128256,0.44223744,0
519,25,1,5,5,18.7,13.68,0.39395664,2.16420336,1
2029,35,2,15,15,69.7,13.49,2.74553876,6.65699124,0
992,28,2,5,5,24.4,6.08,0.38274816,1.10077184,0
3677,37,2,11,9,32.6,21.21,1.54192458,5.37253542,0
2167,37,1,16,11,39.5,3.88,0.398476,1.134124,0
2985,30,1,12,4,33.9,3.24,0.2031966,0.8951634,0
4222,33,1,7,5,27.8,3.52,0.71337024,0.26518976,0
2062,41,2,21,9,114.3,8.05,2.86155765,6.33959235,0
527,28,3,0,4,42.4,11.43,0.98864928,3.85767072,0
394,24,1,3,2,16.4,1.81,0.04215128,0.25468872,0
2912,38,1,15,13,90.8,8.78,1.89739312,6.07484688,0
3726,30,1,0,2,26.5,11.68,0.603564,2.491636,1
2909,49,1,23,1,177.0,8.77,6.519618,9.003282,0
2570,47,1,10,1,28.1,7.3,0.779494,1.271806,0
302,38,2,7,17,41.5,13.63,2.73206535,2.92438465,0
4687,37,1,19,3,50.7,13.66,1.36434714,5.56127286,0
4314,27,2,1,0,15.9,6.68,0.19330584,0.86881416,1
2503,28,2,5,3,40.4,12.19,0.6402188,4.2845412,1
4165,37,2,1,17,25.5,4.19,0.5299512,0.5384988,0
3938,41,1,15,8,41.5,12.83,1.9806954,3.3437546,0
3883,39,1,20,7,46.2,7.21,0.65287992,2.67814008,0
2407,34,1,1,9,25.0,1.37,0.0530875,0.2894125,0
244,38,1,21,11,130.6,20.42,8.8006116,17.8679084,1
1324,43,1,3,4,18.7,4.3,0.2918883,0.5122117,0
2224,54,1,5,2,45.6,9.65,2.4774252,1.9229748,0
1713,25,3,1,0,21.8,4.92,0.17589984,0.89666016,0
1893,28,3,2,7,32.2,11.93,1.7094497,2.1320103,0
1940,34,1,1,3,31.8,8.96,2.28512256,0.56415744,1
3340,33,1,16,7,75.2,3.31,1.34910304,1.14001696,0
4998,31,2,3,3,18.7,24.8,2.017356,2.620244,1
812,35,3,7,8,83.3,8.43,3.61642785,3.40576215,1
869,35,1,5,15,28.5,28.96,3.5160336,4.7375664,1
2975,23,2,4,3,28.0,15.02,1.3121472,2.8934528,1
1350,24,1,8,0,30.2,9.51,0.35325846,2.51876154,0
2144,42,1,22,6,57.0,7.66,1.1745078,3.1916922,0
4083,22,1,2,3,16.2,15.2,0.8716896,1.5907104,1
1570,28,1,10,5,22.8,12.07,0.81458016,1.93737984,0
4721,29,2,3,5,32.8,9.41,0.99693304,2.08954696,0
4234,49,1,5,1,30.9,6.59,0.92652105,1.10978895,1
3626,23,1,1,1,23.5,3.32,0.4462744,0.3339256,0
4417,37,3,8,1,132.4,6.17,1.51944888,6.64963112,0
1761,38,1,16,12,41.3,1.32,0.39415068,0.15100932,0
334,36,3,11,12,51.7,6.5,0.53768,2.82282,1
4281,28,1,5,8,27.5,2.35,0.25656125,0.38968875,0
4852,43,1,8,21,36.8,6.69,0.88875312,1.57316688,0
3624,41,2,10,11,58.3,11.22,2.6492103,3.8920497,1
2742,42,1,20,0,50.2,5.03,0.52268742,2.00237258,0
1780,48,3,21,8,64.6,6.03,1.2854754,2.6099046,1
4946,34,2,3,1,28.0,9.76,0.5684224,2.1643776,0
4168,32,1,6,4,37.6,6.62,0.6347256,1.8543944,0
487,36,1,15,9,27.7,13.75,0.12568875,3.68306125,0
4494,44,1,25,19,84.0,15.74,3.6888264,9.5327736,0
4024,38,1,11,9,66.2,7.03,0.39092424,4.26293576,0
1943,21,2,1,2,13.8,3.09,0.08016696,0.34625304,1
1723,23,1,0,1,17.6,6.61,0.41997296,0.74338704,1
2967,23,1,2,4,18.5,9.78,0.7128642,1.0964358,1
137,21,3,0,0,26.3,15.23,0.97333407,3.03215593,1
1231,24,1,2,4,19.9,10.61,0.22380734,1.88758266,0
4664,34,1,2,0,16.3,15.02,0.09058562,2.35767438,1
290,33,1,7,0,33.7,14.93,1.75093068,3.28047932,1
383,50,1,2,29,29.5,9.0,1.2213,1.4337,0
4869,36,2,15,6,33.2,9.6,0.0605568,3.1266432,0
1504,40,3,9,10,200.5,3.38,2.0398469,4.7370531,0
2723,37,2,18,14,33.9,2.05,0.14385465,0.55109535,0
4832,35,1,16,10,38.4,9.27,2.00765952,1.55202048,0
3399,26,1,7,3,22.4,9.62,0.27582464,1.87905536,0
39,50,2,10,24,50.8,3.39,0.63890652,1.08321348,0
3811,24,1,5,4,21.5,4.09,0.0756241,0.8037259,0
756,36,2,5,2,44.0,9.33,1.2069288,2.8982712,0
3300,32,2,2,4,31.5,13.29,0.74935665,3.43699335,0
1102,43,1,3,24,23.8,6.1,0.5429732,0.9088268,0
2174,26,2,7,7,27.1,4.75,0.3321105,0.9551395,0
2179,51,1,8,26,39.6,2.31,0.38054016,0.53421984,0
2847,37,1,21,1,122.5,6.66,4.095567,4.062933,0
3855,22,2,1,1,14.4,5.71,0.32725152,0.49498848,1
1747,41,2,10,11,54.4,2.1,0.2981664,0.8442336,0
962,33,2,12,13,55.3,16.53,1.72766601,7.41342399,1
640,31,1,7,7,29.2,7.65,0.7237512,1.5100488,1
2704,40,1,15,21,42.7,8.05,0.9074604,2.5298896,1
4003,34,1,4,13,40.8,15.04,0.39272448,5.74359552,0
3166,28,4,3,7,22.3,3.06,0.18014832,0.50223168,1
3996,32,4,0,13,51.7,6.94,0.59560468,2.99237532,1
248,38,1,21,1,44.7,8.4,0.4468212,3.3079788,0
4657,35,1,5,5,30.2,13.17,0.79944534,3.17789466,0
2717,38,2,15,9,57.4,5.01,1.0927812,1.7829588,0
1849,42,1,1,2,38.3,25.1,4.7970367,4.8162633,1
1509,42,2,3,7,47.1,15.67,2.32487955,5.05569045,1
4631,41,4,7,8,54.7,4.48,0.20584704,2.24471296,0
1069,38,2,18,15,49.5,3.77,0.7427277,1.1234223,0
4427,32,1,1,4,19.4,9.78,0.89743236,0.99988764,1
793,34,2,7,14,22.4,12.37,1.06401792,1.70686208,0
358,38,1,12,0,52.1,8.0,0.262584,3.905416,0
1755,33,1,3,8,26.8,4.12,0.19764464,0.90651536,0
1979,33,1,13,3,91.0,9.45,2.1928725,6.4066275,0
1233,33,3,11,14,98.0,2.42,0.047432,2.324168,0
4290,22,3,0,2,24.3,19.78,2.38885038,2.41768962,0
2925,43,1,20,0,57.2,6.27,1.20504384,2.38139616,0
1128,28,1,10,2,23.1,9.29,0.63950502,1.50648498,0
2968,42,1,5,4,22.8,5.43,0.3528414,0.8851986,0
4278,43,2,7,2,26.0,1.94,0.2738892,0.2305108,0
3674,28,2,1,9,24.0,5.37,0.3685968,0.9202032,0
2246,31,1,10,8,33.8,13.8,3.0411888,1.6232112,0
1347,38,2,1,3,24.2,13.4,0.6874736,2.5553264,1
2702,33,1,5,9,21.6,11.0,1.69884,0.67716,0
4105,23,2,4,1,26.4,14.76,1.168992,2.727648,1
3307,43,4,10,13,48.9,8.35,1.67817465,2.40497535,0
660,45,1,7,3,19.1,20.4,1.4104968,2.4859032,0
1567,31,1,6,3,26.6,2.45,0.2372188,0.4144812,0
4995,24,1,0,4,19.5,7.22,1.0714119,0.3364881,0
4773,38,1,18,18,77.9,3.64,2.16353228,0.67202772,0
1263,26,2,1,2,24.1,2.87,0.14110068,0.55056932,0
1868,39,3,2,7,25.1,11.53,0.6077463,2.2862837,0
2118,35,2,8,15,56.3,0.98,0.0248283,0.5269117,0
4498,26,1,1,4,19.2,10.1,0.33936,1.59984,0
416,42,1,4,4,24.1,4.79,0.25281141,0.90157859,0
4097,39,1,3,18,29.8,5.65,0.4108228,1.2728772,1
2766,36,3,14,11,30.8,19.9,1.8755352,4.2536648,0
4350,45,1,7,6,30.4,19.22,1.60094912,4.24193088,1
4836,43,1,15,8,108.3,15.96,4.28660064,12.99807936,0
4224,40,4,10,9,53.2,15.13,0.15293404,7.89622596,0
1925,45,1,20,9,118.6,16.94,2.73235424,17.35848576,0
3328,21,2,0,2,16.2,8.06,0.35515584,0.95056416,0
3093,49,2,5,8,34.9,6.23,0.76316877,1.41110123,0
3603,22,1,4,0,25.1,13.89,1.41198795,2.07440205,0
3039,39,1,21,0,45.6,14.48,1.51205952,5.09082048,0
4893,49,1,14,14,55.7,5.73,1.82560092,1.36600908,0
4226,35,1,16,2,34.7,8.03,1.40435064,1.38205936,0
1300,38,1,16,14,49.8,20.69,2.8850136,7.4186064,0
262,32,1,9,7,25.4,18.35,0.5965952,4.0643048,0
2202,38,1,1,14,30.9,3.42,0.25679754,0.79998246,1
1619,42,1,21,22,61.4,1.6,0.2249696,0.7574304,0
4948,37,2,4,5,28.8,2.81,0.22983552,0.57944448,0
830,38,3,8,13,54.3,15.78,2.02217544,6.54636456,0
685,23,1,1,0,19.1,15.22,1.52327848,1.38374152,0
4300,26,1,7,3,22.5,6.44,0.241983,1.207017,0
3184,45,2,3,23,25.5,11.39,0.5402277,2.3642223,0
2675,48,2,4,9,28.9,1.68,0.15876504,0.32675496,0
604,28,1,2,2,22.5,2.55,0.26908875,0.30466125,1
3257,37,2,12,11,41.0,3.8,0.730702,0.827298,0
3023,50,1,16,25,31.1,11.56,0.26244668,3.33271332,0
275,33,4,9,0,61.9,5.25,2.365818,0.883932,0
1325,37,3,11,2,95.6,11.39,0.94732908,9.94151092,0
4167,43,1,6,20,34.0,3.66,0.5313588,0.7130412,0
3897,24,1,0,1,12.9,8.42,0.36604266,0.72013734,0
4482,33,1,3,8,18.9,10.2,0.6901524,1.2376476,0
1158,37,3,7,9,50.5,5.56,1.1680448,1.6397552,0
4794,33,2,11,9,40.5,28.99,5.635656,6.105294,1
2016,46,1,3,5,34.1,3.16,0.71549984,0.36206016,0
942,43,1,22,14,85.8,14.65,4.0977222,8.4719778,1
2966,29,2,2,3,27.2,6.97,0.79435696,1.10148304,0
2860,37,1,3,13,27.4,5.48,0.44895448,1.05256552,0
4989,41,1,5,20,32.7,8.57,1.82715828,0.97523172,1
4614,46,2,27,2,108.5,24.68,9.0241186,17.7536814,0
3927,41,3,16,13,22.5,5.53,0.54622575,0.69802425,0
4369,25,1,7,5,17.2,10.27,0.27556464,1.49087536,1
2060,47,4,6,10,34.0,23.2,0.954448,6.933552,0
3977,33,1,8,3,37.2,8.08,0.76346304,2.24229696,0
1947,43,2,23,2,90.5,5.97,4.08995745,1.31289255,0
1160,41,1,13,2,25.0,4.36,0.49813,0.59187,0
820,45,1,10,21,47.1,11.03,1.43905101,3.75607899,0
558,49,2,11,1,58.2,6.2,0.5629104,3.0454896,0
818,21,2,1,0,17.8,0.96,0.04989696,0.12098304,0
832,27,1,2,1,16.5,3.51,0.18011565,0.39903435,1
3519,44,3,3,13,21.7,9.66,0.19285224,1.90336776,0
1910,33,3,8,14,33.6,13.87,1.57052784,3.08979216,0
3150,41,1,25,12,92.2,20.22,5.4064236,13.2364164,0
389,33,1,0,6,20.8,3.58,0.33955584,0.40508416,0
51,27,1,0,5,15.2,15.53,0.89229168,1.46826832,0
242,33,2,5,11,50.3,6.49,2.21657513,1.04789487,0
4890,31,3,1,1,34.0,1.98,0.3143844,0.3588156,0
3784,45,4,8,3,99.8,20.63,3.82950564,16.75923436,0
2801,21,3,0,2,22.0,11.32,0.908996,1.581404,0
2122,35,2,6,11,32.4,13.74,2.37278808,2.07897192,1
2988,26,1,0,7,17.3,9.31,0.73283665,0.87779335,1
3803,37,2,0,12,37.3,21.16,4.8145348,3.0781452,1
3710,25,3,3,6,28.0,10.18,1.168664,1.681736,0
4985,29,1,3,1,25.6,6.5,0.950144,0.713856,0
3288,37,2,14,18,56.5,15.86,1.4875094,7.4733906,0
4359,42,1,2,22,27.5,9.31,1.72304825,0.83720175,0
81,35,2,14,14,46.7,9.57,1.84130628,2.62788372,0
4576,54,3,16,29,117.2,29.51,7.85095844,26.73476156,1
317,36,4,11,14,64.9,16.8,7.3705632,3.5326368,1
2371,28,1,10,0,24.7,26.24,2.67028736,3.81099264,1
228,40,3,16,6,224.4,12.78,8.54613936,20.13218064,1
4263,40,2,14,19,175.8,4.36,3.34955256,4.31532744,0
390,48,3,22,22,186.9,7.69,2.32836282,12.04424718,0
1087,33,1,14,14,36.5,10.3,1.007546,2.751954,0
3539,45,1,26,18,76.4,11.21,0.39396424,8.17047576,0
4566,27,3,5,7,33.0,8.91,0.7321347,2.2081653,0
807,24,4,0,0,27.9,15.47,2.68894899,1.62718101,1
4581,37,1,7,3,41.3,8.48,0.71095472,2.79128528,0
2932,42,1,4,15,20.0,4.88,0.49776,0.47824,0
2454,28,1,10,3,64.6,22.52,7.3466996,7.2012204,1
3896,43,1,17,24,44.3,2.7,0.777465,0.418635,0
1608,51,1,34,17,433.0,4.25,4.49021,13.91229,0
47,36,2,10,1,36.4,5.38,0.2839564,1.6743636,0
4830,33,4,4,1,28.1,20.06,4.509488,1.127372,1
709,48,1,15,5,64.6,15.12,1.25024256,8.51727744,0
1899,33,1,14,9,23.3,3.43,0.42756665,0.37162335,0
1792,25,1,6,4,22.2,7.04,0.23286912,1.33001088,0
3213,37,2,12,9,47.5,6.48,0.66177,2.41623,0
102,50,2,11,31,35.2,10.66,0.98310784,2.76921216,0
892,36,1,16,12,36.4,8.15,1.8956574,1.0709426,0
1975,24,1,3,3,20.2,4.78,0.20662984,0.75893016,1
3709,25,1,3,0,19.9,13.32,1.12388832,1.52679168,0
2522,39,2,19,18,42.2,6.22,0.86094752,1.76389248,0
4906,39,4,13,4,55.0,15.06,1.374978,6.908022,0
3529,40,1,17,13,42.0,21.75,4.777605,4.357395,0
4108,28,1,9,3,25.2,3.54,0.19714968,0.69493032,0
1493,26,4,2,2,23.4,23.43,3.6733554,1.8092646,1
1968,43,1,14,8,72.7,2.84,1.01582256,1.04885744,0
1491,31,3,6,9,109.4,10.84,4.43525104,7.42370896,1
2138,28,2,6,0,33.1,5.43,0.48887376,1.30845624,0
1560,30,3,7,10,32.9,20.34,2.73697074,3.95488926,0
1542,35,1,12,1,31.5,10.71,0.607257,2.766393,0
824,33,1,2,3,28.0,10.76,0.2741648,2.7386352,0
4761,32,3,4,6,39.6,12.78,1.63466424,3.42621576,1
3862,22,1,4,0,20.4,5.47,0.70969968,0.40618032,0
3401,43,4,0,8,17.8,4.64,0.46829664,0.35762336,0
1378,41,1,9,9,35.9,11.61,2.28405852,1.88393148,0
3967,32,4,4,0,48.9,13.52,0.81318744,5.79809256,0
2919,38,2,11,13,68.4,1.34,0.17781264,0.73874736,0
2112,23,1,5,0,40.3,10.04,0.29536676,3.75075324,1
2879,35,1,18,7,51.2,13.22,0.2369024,6.5317376,0
816,36,2,2,5,27.9,9.08,0.94239504,1.59092496,0
373,26,2,5,6,36.7,16.09,1.36996696,4.53506304,0
3497,28,1,4,3,23.4,8.32,1.28104704,0.66583296,1
3162,43,3,6,3,53.4,6.06,0.15532992,3.08071008,0
2668,42,1,8,19,21.7,4.77,0.54238716,0.49270284,0
4166,24,2,5,5,31.2,9.47,1.37095296,1.58368704,0
2052,34,1,17,6,65.1,4.01,0.6265224,1.9839876,0
4042,45,1,23,3,69.1,8.14,1.406185,4.218555,0
3233,49,2,0,27,20.0,12.65,1.00694,1.52306,1
3588,38,1,17,3,68.4,30.73,6.78924036,14.23007964,1
3753,48,2,0,0,25.2,8.0,1.050336,0.965664,1
1067,41,2,10,22,33.1,6.52,1.07474376,1.08337624,0
320,27,1,0,8,17.8,3.95,0.0358581,0.6672419,0
2479,39,2,2,18,20.8,20.18,1.72934528,2.46809472,0
4891,56,2,36,27,270.3,19.0,25.986642,25.370358,1
4102,36,2,2,8,33.0,16.4,3.203904,2.208096,1
4433,26,1,3,1,20.8,1.28,0.07428096,0.19195904,0
1094,40,1,22,7,136.0,8.17,6.7444984,4.3667016,0
3561,32,2,0,1,37.0,5.59,0.41366,1.65464,1
3800,25,2,4,1,42.2,9.59,1.88993966,2.15704034,1
4707,23,4,0,2,14.2,21.56,1.84915808,1.21236192,1
3885,50,2,19,6,121.6,8.79,5.70773376,4.98090624,0
303,32,1,14,0,33.9,2.44,0.26138256,0.56577744,0
4800,43,1,5,21,31.9,16.64,1.44381952,3.86434048,0
4903,36,2,11,7,50.4,7.72,2.63023488,1.26064512,0
4953,34,1,6,0,31.4,5.23,0.42533498,1.21688502,1
4034,42,1,2,3,22.6,7.35,0.8953329,0.7657671,1
90,40,1,3,9,34.9,10.59,3.22283352,0.47307648,1
2803,53,1,24,5,89.4,14.46,2.80521108,10.12202892,0
4807,31,1,9,8,37.5,19.8,1.3662,6.0588,1
1501,27,2,8,3,27.9,16.4,2.2557708,2.3198292,1
2270,30,1,14,7,34.7,3.93,0.06954921,1.29416079,0
278,29,1,6,2,36.5,16.75,2.274315,3.839435,0
2249,35,1,9,4,44.1,10.76,3.88154088,0.86361912,0
2418,27,1,4,5,12.6,20.53,1.32184458,1.26493542,0
895,37,1,21,13,93.8,4.26,0.32766216,3.66821784,0
1219,40,1,5,12,37.2,4.29,0.77878944,0.81709056,0
4221,27,2,9,8,30.8,4.56,0.32162592,1.08285408,0
3164,24,1,1,5,17.9,27.83,0.77712492,4.20444508,1
2170,47,2,14,2,61.1,26.09,2.80561424,13.13537576,0
686,32,3,7,6,58.2,14.17,0.94015116,7.30678884,0
1935,35,2,10,15,22.1,17.48,1.74224908,2.12083092,0
3368,49,1,28,8,151.3,5.78,2.87715106,5.86798894,0
445,42,1,13,7,34.7,11.58,0.02410956,3.99415044,0
672,34,1,6,10,25.5,6.99,0.25845525,1.52399475,0
1109,36,1,17,5,43.8,3.51,0.67490982,0.86247018,0
4734,28,2,3,2,18.3,1.21,0.03897168,0.18245832,0
1454,37,2,5,17,34.0,16.93,1.8592526,3.8969474,1
1655,34,1,1,14,24.1,7.7,0.3303146,1.5253854,0
118,42,3,8,6,78.6,1.35,0.1772037,0.8838963,0
1314,35,2,9,10,57.1,15.63,1.68677397,7.23795603,1
1234,47,3,12,25,42.4,8.57,0.85754848,2.77613152,0
