id,age,ed,employ,address,income,debtinc,creddebt,othdebt
4113,41,3,8,18,42.8,2.54,0.27612848,0.81099152
290,33,1,7,0,33.7,14.93,1.75093068,3.28047932
1760,24,2,1,0,18.0,5.3,0.46269,0.49131
2121,36,1,9,12,33.0,7.79,1.7043741,0.8663259
441,50,2,16,14,84.7,5.04,0.39273696,3.87614304
2667,28,2,2,2,23.4,20.4,1.6182504,3.1553496
4393,34,1,0,6,24.3,10.68,0.3114288,2.2838112
466,42,1,5,9,24.2,27.38,1.49746696,5.12849304
4625,29,1,12,6,27.5,17.96,2.647304,2.291696
3310,32,2,10,1,42.7,20.33,6.53672523,2.14418477
4405,43,1,17,21,52.3,6.67,1.66048316,1.82792684
3603,22,1,4,0,25.1,13.89,1.41198795,2.07440205
1325,37,3,11,2,95.6,11.39,0.94732908,9.94151092
1297,21,2,0,2,17.2,7.52,0.81357376,0.47986624
322,38,3,11,8,45.3,11.12,1.67744088,3.35991912
3507,24,1,4,0,19.8,9.43,0.1026927,1.7644473
1148,47,1,16,5,53.3,4.67,0.88861227,1.60049773
3946,46,3,8,0,42.8,3.75,0.85386,0.75114
4870,51,1,26,15,128.7,6.81,4.77663615,3.98783385
2653,29,1,13,0,51.7,6.36,0.13481292,3.15330708
4565,28,2,0,2,23.7,15.07,0.57859758,2.99299242
1706,46,3,24,6,84.9,13.46,2.61690666,8.81063334
1261,32,4,4,1,64.3,10.31,2.87049989,3.75883011
662,54,1,4,3,30.7,15.56,1.81045268,2.96646732
2402,30,2,7,6,33.0,19.91,2.8515102,3.7187898
16,35,1,7,13,42.8,10.99,0.99248492,3.71123508
2182,25,2,1,2,16.9,13.82,1.7750408,0.5605392
3435,37,2,2,15,32.2,21.36,2.08400976,4.79391024
3919,45,1,9,7,46.1,11.46,3.36002616,1.92303384
865,36,1,8,17,32.0,10.47,1.2128448,2.1375552
4806,38,1,22,14,98.9,4.1,1.3016229,2.7532771
2289,37,2,10,18,46.0,2.29,0.4445348,0.6088652
3403,36,1,6,4,32.0,4.56,0.5749248,0.8842752
4278,43,2,7,2,26.0,1.94,0.2738892,0.2305108
1388,33,1,11,5,23.0,15.29,2.0291359,1.4875641
2702,33,1,5,9,21.6,11.0,1.69884,0.67716
3094,30,1,10,9,55.3,8.96,1.45177984,3.50310016
1431,35,1,4,7,19.8,19.97,1.24948296,2.70457704
4294,41,1,18,2,136.2,17.21,8.3212071,15.1188129
4971,31,1,3,3,25.4,4.82,0.19466052,1.02961948
1664,28,1,10,7,35.6,3.03,0.62455572,0.45412428
434,34,1,10,3,32.4,9.64,1.63664064,1.48671936
1689,47,4,16,0,172.6,14.44,19.58982384,5.33361616
3215,30,1,2,9,19.3,8.6,1.1353032,0.5244968
1481,33,2,5,13,48.8,5.44,0.48315904,2.17156096
4548,26,2,4,2,38.2,14.76,3.37171536,2.26660464
971,32,1,0,8,20.3,11.83,0.6484023,1.7530877
477,36,1,10,9,38.8,5.13,0.71456796,1.27587204
4490,44,1,18,4,141.3,17.17,6.64757154,17.61363846
587,31,2,11,3,34.2,4.79,0.13760712,1.50057288
2864,39,4,7,20,68.9,6.16,1.13745632,3.10678368
2597,37,1,5,11,33.1,5.04,0.7173432,0.9508968
4619,43,2,14,12,42.3,5.25,0.4041765,1.8165735
2833,46,3,10,1,48.9,7.52,2.40126384,1.27601616
3513,35,2,9,9,36.0,1.51,0.0385956,0.5050044
4964,31,1,7,12,25.0,11.05,0.325975,2.436525
632,25,2,1,6,31.0,11.94,0.4959876,3.2054124
1975,24,1,3,3,20.2,4.78,0.20662984,0.75893016
4504,50,2,24,10,152.6,1.13,1.15705898,0.56732102
3761,34,1,15,4,33.5,16.99,2.38480135,3.30684865
2075,33,1,13,7,61.7,11.85,2.0033373,5.3081127
4234,49,1,5,1,30.9,6.59,0.92652105,1.10978895
4479,29,1,3,7,21.0,10.45,0.706629,1.487871
1061,29,2,7,2,57.9,9.45,1.49373315,3.97781685
293,49,2,21,29,167.8,6.88,1.44308,10.10156
1350,24,1,8,0,30.2,9.51,0.35325846,2.51876154
462,28,1,11,4,28.4,23.57,1.96130684,4.73257316
637,30,1,9,2,39.1,14.22,2.35188846,3.20813154
3219,29,1,5,2,16.4,8.02,0.460348,0.854932
4480,30,1,1,2,18.4,2.55,0.1768884,0.2923116
513,34,1,4,5,22.0,9.71,0.7220356,1.4141644
673,45,2,2,19,63.3,0.54,0.20577564,0.13604436
4641,35,1,16,9,57.6,15.85,4.0535424,5.0760576
737,52,1,17,3,43.5,2.92,1.1406396,0.1295604
1815,33,2,0,1,32.4,11.6,1.1350368,2.6233632
2578,48,2,24,26,40.2,5.57,1.1419614,1.0971786
435,23,2,0,4,15.8,9.36,0.74387664,0.73500336
2977,33,1,17,13,76.4,7.18,3.52718936,1.95833064
3777,22,4,0,0,20.4,8.11,0.2233494,1.4310906
3440,44,3,14,13,89.5,5.77,3.50645785,1.65769215
146,24,1,7,2,16.7,2.42,0.08325284,0.32088716
3655,53,1,15,30,36.3,18.6,3.1193316,3.6324684
4043,45,3,22,6,116.5,4.67,1.03914505,4.40140495
411,34,2,1,2,26.3,4.94,0.76783902,0.53138098
4272,55,2,20,26,255.3,1.6,0.5882112,3.4965888
1084,29,2,8,7,54.0,20.8,2.63952,8.59248
3559,44,1,27,1,100.5,8.95,2.338635,6.656115
267,26,3,1,7,23.6,3.97,0.23610384,0.70081616
532,44,1,25,22,112.5,5.79,0.234495,6.279255
3156,32,1,4,5,25.0,21.95,3.2540875,2.2334125
648,55,1,13,27,59.8,12.01,3.54071614,3.64126386
2988,26,1,0,7,17.3,9.31,0.73283665,0.87779335
2316,30,3,2,5,34.5,8.0,0.83628,1.92372
2360,20,1,2,1,25.7,9.35,0.72328795,1.67966205
4076,38,2,9,18,76.8,15.67,7.11242496,4.92213504
3409,45,1,4,16,31.2,8.74,0.78806832,1.93881168
4506,40,1,3,9,24.2,6.77,0.13598222,1.50235778
2964,41,1,25,20,104.9,14.59,7.13208806,8.17282194
2626,26,1,2,2,20.8,12.23,0.60797776,1.93586224
978,55,1,27,17,143.9,8.14,1.3470479,10.3664121
1860,38,2,14,7,34.4,4.64,0.16600064,1.43015936
2971,47,1,9,9,19.3,5.24,0.79085224,0.22046776
4102,36,2,2,8,33.0,16.4,3.203904,2.208096
4217,48,1,12,14,24.3,8.47,0.31696434,1.74124566
2074,39,1,15,19,41.8,3.34,0.57520144,0.82091856
1543,44,1,5,11,24.1,1.55,0.06611835,0.30743165
398,45,2,11,17,76.1,1.95,0.712296,0.771654
1969,38,4,7,5,44.2,18.71,2.45613654,5.81368346
2641,29,1,4,10,23.3,9.6,1.6261536,0.6106464
1769,37,2,2,9,24.0,8.51,1.0906416,0.9517584
3041,32,1,10,3,30.9,15.6,1.3882752,3.4321248
3838,29,1,11,5,46.1,23.55,0.96623295,9.89031705
4454,49,1,20,7,66.5,8.92,1.4058366,4.5259634
211,24,1,6,0,15.3,5.79,0.33928821,0.54658179
1792,25,1,6,4,22.2,7.04,0.23286912,1.33001088
1383,36,1,0,5,15.8,17.96,1.13790968,1.69977032
2475,26,2,5,3,27.6,11.38,1.32859224,1.81228776
1900,42,1,13,11,91.8,5.33,1.33087968,3.56206032
3033,41,1,13,9,30.7,9.38,0.82358276,2.05607724
2195,30,1,10,2,25.6,10.18,0.16678912,2.43929088
3254,33,1,16,13,42.9,1.92,0.24216192,0.58151808
1336,34,1,3,10,14.4,10.09,0.4940064,0.9589536
1173,41,2,2,13,22.7,9.6,0.98064,1.19856
4834,24,3,2,4,34.7,15.17,4.03748033,1.22650967
4608,29,2,3,0,40.3,1.64,0.19893692,0.46198308
827,25,2,1,6,34.7,9.78,1.29637812,2.09728188
2755,34,1,15,8,23.9,5.38,0.53104366,0.75477634
1665,37,1,11,1,32.9,6.5,0.816907,1.321593
4426,33,1,7,4,31.8,9.68,0.75724704,2.32099296
2078,40,4,15,20,149.8,27.82,29.25540072,12.41895928
3022,46,2,27,13,143.3,2.44,0.88461956,2.61190044
1166,36,1,4,13,27.3,7.94,0.58742502,1.58019498
3955,31,1,13,3,39.2,7.16,0.62870528,2.17801472
716,26,4,1,3,17.5,3.77,0.34307,0.31668
75,34,2,15,14,57.6,2.89,0.47775168,1.18688832
1956,48,2,11,10,34.7,19.37,1.24345715,5.47793285
2011,35,2,0,14,30.9,14.6,0.338355,4.173045
1037,32,4,7,3,93.9,4.46,2.25311172,1.93482828
1494,31,1,1,11,25.2,10.34,0.66184272,1.94383728
4640,42,2,4,20,36.0,8.31,0.5474628,2.4441372
2307,32,1,5,4,56.0,18.17,5.3521552,4.8230448
4732,33,1,1,11,19.4,7.19,0.50075474,0.89410526
3307,43,4,10,13,48.9,8.35,1.67817465,2.40497535
1977,33,3,3,13,70.8,4.6,1.416708,1.840092
3670,25,2,5,1,37.3,22.64,1.9422856,6.5024344
1477,27,3,3,5,21.9,8.8,0.8344776,1.0927224
12,37,2,17,10,78.3,25.44,7.09134912,12.82817088
3455,50,3,19,7,97.6,4.78,1.97341344,2.69186656
3095,44,3,19,17,172.8,0.54,0.53934336,0.39377664
193,28,2,7,2,20.8,7.86,0.68011008,0.95476992
967,36,1,12,17,42.4,30.2,3.3420528,9.4627472
2706,32,1,3,12,25.8,2.27,0.03572526,0.54993474
4729,24,1,6,5,21.5,3.15,0.13612725,0.54112275
3961,27,1,7,3,22.9,1.29,0.05730954,0.23810046
299,43,1,17,0,65.2,16.71,6.60232152,4.29259848
689,37,3,7,5,65.7,3.11,1.60192368,0.44134632
1421,48,2,18,29,100.1,23.37,10.5270165,12.8663535
4824,34,1,16,0,86.0,9.87,3.6584142,4.8297858
4685,42,1,19,6,44.3,13.09,2.67907794,3.11979206
1874,36,1,3,15,14.8,5.49,0.18200448,0.63051552
3487,33,1,15,6,71.0,11.21,4.2819958,3.6771042
972,40,1,12,0,80.0,7.59,4.323264,1.748736
1603,25,1,8,1,28.1,12.01,0.02362367,3.35118633
923,35,3,6,16,38.8,16.41,2.20300968,4.16407032
2502,32,1,3,0,16.9,14.42,0.98941388,1.44756612
2524,26,1,5,3,26.3,24.29,1.9803637,4.4079063
3686,27,1,7,7,27.7,11.01,0.83868675,2.21108325
4054,27,1,9,8,16.4,7.95,0.7249128,0.5788872
3247,23,2,2,3,24.9,5.26,0.3536298,0.9561102
798,25,2,5,0,54.5,5.02,0.4568953,2.2790047
2798,51,3,18,25,72.8,4.66,0.75313056,2.63934944
757,36,1,2,12,32.6,14.78,2.23086364,2.58741636
4845,31,1,4,8,22.5,6.84,0.455544,1.083456
2811,49,2,16,6,79.7,16.95,2.3776104,11.1315396
1184,26,1,6,5,21.9,0.89,0.02962632,0.16528368
3521,41,2,7,0,40.5,17.53,1.5761223,5.5235277
3757,29,1,3,8,26.7,6.31,0.44814882,1.23662118
2952,26,1,2,0,24.8,7.5,0.78492,1.07508
287,27,2,8,7,23.2,11.93,0.51757112,2.25018888
2851,37,2,12,5,44.0,2.06,0.3815944,0.5248056
2053,34,1,16,6,82.9,1.95,0.56094285,1.05560715
4696,30,1,9,7,35.3,10.68,2.45429604,1.31574396
2845,36,2,13,17,30.7,6.88,0.633648,1.478512
4622,21,3,0,1,23.9,14.68,1.03852192,2.46999808
1483,39,3,8,14,41.1,8.14,1.30141506,2.04412494
3344,41,1,21,7,56.6,7.32,1.74839664,2.39472336
1724,49,2,30,8,96.6,15.12,3.40317936,11.20274064
3707,45,2,24,11,49.0,16.99,2.4892049,5.8358951
3717,32,2,9,0,34.1,3.68,0.32250416,0.93237584
940,44,5,6,15,24.7,3.48,0.03610152,0.82345848
2787,28,1,5,0,35.9,17.82,1.64412666,4.75325334
393,26,4,1,5,34.4,8.39,1.876004,1.010156
1730,26,4,3,2,41.1,7.03,0.51141141,2.37791859
3472,23,1,2,1,20.6,7.52,0.19983648,1.34928352
2733,31,1,5,3,22.5,12.51,0.3208815,2.4938685
655,30,3,2,4,25.9,4.87,0.27875393,0.98257607
3437,30,1,5,2,22.6,18.19,2.47067494,1.64026506
4211,32,1,6,13,17.7,10.47,0.66529521,1.18789479
4120,29,1,7,6,23.3,9.64,1.10733716,1.13878284
3651,42,1,18,0,46.4,3.72,0.98041344,0.74566656
1267,28,2,4,5,23.3,12.49,1.28629514,1.62387486
3648,39,1,14,0,56.6,19.75,1.542633,9.635867
235,25,3,1,1,16.1,2.03,0.12354174,0.20328826
4196,25,2,4,6,29.9,3.18,0.42977064,0.52104936
2347,30,2,10,4,47.2,26.34,3.08325504,9.34922496
3758,42,1,25,5,132.2,10.02,0.54310404,12.70333596
3662,28,3,1,5,19.8,11.82,0.69742728,1.64293272
3682,27,1,11,0,25.0,12.43,1.2461075,1.8613925
343,31,4,1,6,36.4,3.46,0.346346,0.913094
1918,31,2,9,7,42.5,6.08,1.229984,1.354016
1782,28,1,3,9,27.1,3.92,0.106232,0.956088
1264,28,1,11,8,27.3,14.3,0.6090084,3.2948916
1201,30,2,6,0,25.1,30.74,2.53847846,5.17726154
3393,34,1,3,9,19.8,25.29,1.68249312,3.32492688
502,39,1,5,11,33.6,10.67,1.38385632,2.20126368
607,39,2,9,12,38.3,6.65,1.72428515,0.82266485
3748,27,1,0,7,17.5,11.59,0.63889875,1.38935125
1207,35,1,1,16,20.9,18.14,1.01984894,2.77141106
695,28,2,5,6,22.5,8.73,0.13160475,1.83264525
3223,31,1,3,8,16.2,11.65,0.3283902,1.5589098
3019,20,1,2,1,15.2,4.66,0.4037424,0.3045776
1609,29,1,1,6,19.6,7.79,0.50538404,1.02145596
743,48,1,12,20,39.8,19.25,2.129897,5.531603
3232,28,2,4,3,25.0,8.22,0.23427,1.82073
960,32,3,10,1,63.7,18.08,4.2036904,7.3132696
2311,40,3,7,15,218.7,14.72,8.33789376,23.85474624
314,39,1,15,5,43.0,7.26,1.123848,1.997952
1032,38,2,2,13,29.4,9.01,0.96951204,1.67942796
1486,23,1,1,1,18.3,42.26,4.66334874,3.07023126
1230,29,1,7,3,19.8,14.26,1.34962344,1.47385656
918,29,2,9,0,31.4,8.18,1.43580268,1.13271732
560,43,1,16,15,52.4,12.89,2.25595624,4.49840376
2978,32,2,9,8,50.0,21.82,2.33474,8.57526
3081,36,1,2,1,59.1,2.41,0.08260998,1.34170002
2036,45,3,0,12,20.9,10.6,0.7665284,1.4488716
747,33,1,10,1,31.9,6.48,0.81237816,1.25474184
4461,26,2,0,4,21.8,9.32,0.55467048,1.47708952
656,30,2,1,4,22.6,4.76,0.26894,0.80682
3931,45,2,20,16,117.4,7.24,2.15043928,6.34932072
3902,46,1,1,23,21.8,7.64,1.2324848,0.4330352
2735,48,3,6,25,30.9,6.11,0.78162786,1.10636214
1920,34,3,11,15,70.7,12.55,3.9750368,4.8978132
663,41,2,4,13,29.1,17.51,2.1910263,2.9043837
1739,27,1,4,4,23.6,17.52,0.7649232,3.3697968
4367,25,1,2,1,23.8,9.03,1.5366351,0.6125049
3390,39,2,15,17,76.0,7.34,3.3079912,2.2704088
4192,34,2,15,11,40.5,10.25,1.94693625,2.20431375
660,45,1,7,3,19.1,20.4,1.4104968,2.4859032
2343,26,1,7,4,28.5,16.76,1.2801288,3.4964712
4985,29,1,3,1,25.6,6.5,0.950144,0.713856
3714,24,2,1,2,26.4,6.58,0.70527072,1.03184928
4795,38,4,4,9,62.6,11.78,3.05295192,4.32132808
2398,46,1,2,20,23.6,12.67,0.66081652,2.32930348
2422,23,4,0,3,28.2,6.28,0.64994232,1.12101768
1822,50,2,30,9,234.1,6.65,9.07593995,6.49171005
1345,25,2,4,2,29.1,14.48,1.46214696,2.75153304
668,41,1,3,12,22.1,1.24,0.12167376,0.15236624
4688,45,1,0,23,27.3,10.03,0.27108081,2.46710919
3511,39,1,6,5,34.0,7.5,0.1428,2.4072
4463,33,1,0,8,25.1,11.13,1.35211692,1.44151308
4878,36,1,0,13,19.1,1.64,0.05105812,0.26218188
4155,43,1,25,20,119.9,13.8,4.1696424,12.3765576
270,33,2,11,9,29.9,14.13,1.41110658,2.81376342
1957,21,1,1,1,15.0,13.71,0.3064185,1.7500815
2341,31,2,4,2,27.0,6.91,1.0317321,0.8339679
4089,24,2,3,1,32.3,4.72,0.54274336,0.98181664
4170,42,1,9,21,21.1,3.55,0.3565478,0.3925022
1927,40,1,22,7,57.6,5.69,1.60266816,1.67477184
1762,41,1,20,19,62.3,2.85,0.0816753,1.6938747
413,29,1,4,4,18.6,3.77,0.13253058,0.56868942
1351,26,1,9,7,25.4,4.97,0.87482934,0.38755066
2429,28,2,6,8,28.8,4.55,0.4992624,0.8111376
2390,38,2,10,18,38.2,8.66,1.65406,1.65406
2530,37,2,9,13,74.4,15.23,2.84411112,8.48700888
3927,41,3,16,13,22.5,5.53,0.54622575,0.69802425
2968,42,1,5,4,22.8,5.43,0.3528414,0.8851986
2754,35,1,10,11,20.0,13.02,1.507716,1.096284
3964,29,1,0,2,20.3,14.39,0.33593455,2.58523545
4664,34,1,2,0,16.3,15.02,0.09058562,2.35767438
2286,43,1,8,18,28.5,8.13,0.8248698,1.4921802
36,33,2,11,4,45.7,6.4,1.6349632,1.2898368
2333,43,3,16,22,104.0,10.51,6.0335808,4.8968192
2400,43,2,11,19,36.9,13.29,2.97183006,1.93217994
4399,42,1,12,16,45.9,30.03,3.23918595,10.54458405
2276,38,1,12,13,45.3,10.58,1.21256322,3.58017678
1634,36,2,9,5,28.1,5.34,0.18306588,1.31747412
3360,27,2,2,7,41.6,7.6,0.695552,2.466048
3546,39,1,0,7,20.5,9.37,0.9834752,0.9373748
2990,40,4,4,5,33.8,19.17,3.46003164,3.01942836
3941,40,2,20,1,140.1,13.52,7.72814016,11.21337984
1355,36,1,18,15,43.8,16.81,1.55354658,5.80923342
3070,24,1,5,4,35.6,1.92,0.24128256,0.44223744
2473,41,2,0,17,17.5,10.66,0.5913635,1.2741365
2761,50,1,8,30,53.5,8.42,0.6712003,3.8334997
174,24,1,5,3,18.0,6.27,0.028215,1.100385
3297,54,1,35,5,144.4,13.35,7.518186,11.759214
2155,30,1,13,1,38.6,4.57,0.74794448,1.01607552
294,41,1,13,21,58.0,23.77,5.6111462,8.1754538
2045,45,1,17,18,58.0,12.94,4.6006876,2.9045124
2384,42,1,8,4,37.0,11.31,1.5608931,2.6238069
3351,39,3,17,1,172.7,4.61,2.5476704,5.4137996
3399,26,1,7,3,22.4,9.62,0.27582464,1.87905536
4118,47,1,10,9,48.3,18.2,3.5074494,5.2831506
1901,45,4,13,26,145.2,2.22,1.01216016,2.21127984
1429,43,1,18,9,47.9,9.82,2.02732918,2.67645082
4451,24,2,2,2,21.2,11.05,1.1619296,1.1806704
1178,43,2,18,5,106.1,0.98,0.38055948,0.65922052
1187,47,2,6,18,78.1,18.21,5.43280782,8.78920218
3549,30,1,8,9,21.1,7.12,0.25990136,1.24241864
4208,39,2,1,5,48.8,18.43,0.674538,8.319302
4560,40,2,20,14,107.5,9.25,1.32251875,8.62123125
4579,39,2,11,0,37.9,9.98,0.23451004,3.54790996
2796,32,3,9,5,19.6,7.59,0.15917748,1.32846252
2170,47,2,14,2,61.1,26.09,2.80561424,13.13537576
3743,27,1,1,1,22.2,5.21,0.1503606,1.0062594
762,51,1,11,2,34.9,3.83,0.58011478,0.75655522
2536,31,1,4,2,20.9,18.09,2.47643055,1.30437945
4031,27,2,3,4,25.8,9.04,1.90317312,0.42914688
4922,38,3,6,4,83.7,9.21,1.93490127,5.77386873
1369,30,2,4,9,21.0,20.78,1.3833246,2.9804754
2406,43,2,7,0,42.9,6.69,1.07338374,1.79662626
2705,47,1,3,18,23.3,7.45,0.4270191,1.3088309
1990,39,1,3,14,25.1,3.61,0.24283748,0.66327252
3888,38,2,2,13,46.8,14.54,2.73549744,4.06922256
2420,49,1,29,18,120.6,4.25,0.7636995,4.3618005
3518,42,2,19,2,91.0,6.49,1.9016998,4.0042002
839,26,5,0,0,25.9,9.25,0.75945275,1.63629725
2042,44,1,13,6,49.7,14.32,3.17419984,3.94284016
4232,30,1,5,9,45.2,17.91,3.9667068,4.1286132
1841,37,3,9,0,47.5,19.39,3.352531,5.857719
1307,42,1,12,17,41.4,6.95,1.0099323,1.8673677
1118,28,1,3,4,28.7,18.71,2.98559212,2.38417788
928,28,1,2,0,17.6,20.41,2.24150784,1.35065216
4668,44,1,26,15,110.5,30.27,5.1510459,28.2973041
2899,44,2,14,15,29.5,8.2,0.582979,1.836021
3826,30,1,1,8,19.4,5.45,0.370055,0.687245
1433,25,3,3,2,24.7,4.71,0.63869013,0.52467987
3640,43,2,16,9,127.2,5.28,1.96783488,4.74832512
308,31,1,8,3,34.9,7.61,0.96143218,1.69445782
4180,42,1,19,23,50.0,3.17,0.46282,1.12218
4038,31,3,8,1,21.8,7.9,0.9489322,0.7732678
4554,44,2,21,25,106.3,3.12,1.741194,1.575366
4746,36,3,10,6,89.6,10.31,3.10388736,6.13387264
736,24,2,2,3,23.9,1.29,0.18529431,0.12301569
4798,24,1,8,0,21.6,10.11,0.14631192,2.03744808
4699,31,3,9,6,77.7,8.7,3.7652643,2.9946357
1478,23,2,0,1,21.4,1.33,0.128079,0.156541
4719,24,2,5,3,34.0,12.26,0.687786,3.480614
1549,37,1,13,10,46.0,4.0,0.5428,1.2972
2870,45,1,1,22,28.4,5.4,0.2975184,1.2360816
4285,26,1,0,5,24.6,4.39,0.50325204,0.57668796
3766,31,4,0,3,20.2,24.87,1.42171842,3.60202158
4607,35,1,19,7,101.3,10.62,4.303224,6.454836
120,45,3,2,5,28.3,7.34,0.40713512,1.67008488
1923,53,1,36,8,228.6,13.75,9.6497775,21.7827225
1539,27,3,5,7,51.6,6.42,0.81492912,2.49779088
2827,33,5,7,13,32.2,3.46,0.14037912,0.97374088
1310,36,3,9,2,35.5,3.7,0.3559585,0.9575415
2684,53,1,27,26,103.6,9.06,1.33283472,8.05332528
395,40,1,17,8,53.8,14.68,3.86204376,4.03579624
4373,46,3,8,12,90.5,1.76,1.2312344,0.3615656
2163,36,2,14,15,73.3,11.49,1.45703541,6.96513459
1798,32,4,4,4,42.3,3.74,0.68976072,0.89225928
2062,41,2,21,9,114.3,8.05,2.86155765,6.33959235
3784,45,4,8,3,99.8,20.63,3.82950564,16.75923436
4070,46,3,10,22,88.4,4.46,1.39569456,2.54694544
810,29,2,6,9,30.5,10.08,1.3865544,1.6878456
921,23,1,7,2,31.1,5.04,0.3291624,1.2382776
1974,49,2,15,15,56.3,4.05,0.55407645,1.72607355
129,25,1,1,0,16.6,8.12,0.58499728,0.76292272
4309,51,3,22,21,123.3,17.57,5.45928012,16.20452988
4304,32,1,1,1,20.3,26.94,0.6289143,4.8399057
3004,35,1,19,12,68.8,10.46,1.01470368,6.18177632
2145,26,1,2,7,19.4,25.7,2.7621332,2.2236668
4238,47,1,30,17,204.7,6.03,2.06134947,10.28206053
4414,24,3,2,0,19.6,15.97,1.956325,1.173795
1935,35,2,10,15,22.1,17.48,1.74224908,2.12083092
1959,43,1,4,18,29.5,5.67,0.66404205,1.00860795
3626,23,1,1,1,23.5,3.32,0.4462744,0.3339256
3405,41,4,3,11,61.6,9.24,1.17821088,4.51362912
2428,29,1,7,9,28.0,8.41,0.7346976,1.6201024
1751,31,2,11,4,39.5,11.85,1.6944315,2.9863185
4250,47,3,17,24,154.3,13.25,6.6649885,13.7797615
3601,29,2,0,1,25.1,15.43,0.84429874,3.02863126
3465,31,2,9,12,74.4,6.35,2.1118068,2.6125932
3737,53,1,24,29,82.7,13.5,4.2536745,6.9108255
423,32,2,2,13,27.0,8.32,0.6042816,1.6421184
371,46,1,6,19,24.0,2.91,0.2674872,0.4309128
1029,45,1,9,25,26.2,16.25,1.78815,2.46935
1333,26,1,7,5,20.2,16.39,2.23146572,1.07931428
2771,26,1,9,2,31.5,17.97,3.7019997,1.9585503
4694,29,3,3,10,31.4,20.95,3.6970046,2.8812954
1572,44,1,7,20,27.5,13.79,1.7065125,2.0857375
3193,33,1,6,5,21.8,10.18,0.45716344,1.76207656
194,32,1,4,6,29.1,16.73,1.03210716,3.83632284
691,26,1,8,3,24.6,12.4,1.509948,1.540452
3547,33,1,17,3,53.1,22.25,3.29631525,8.51843475
724,35,1,2,6,29.7,2.54,0.40434768,0.35003232
1124,43,2,3,5,18.6,15.58,0.93021948,1.96766052
1825,37,1,8,10,46.7,0.99,0.36154206,0.10078794
2770,37,1,7,8,38.4,1.07,0.14832768,0.26255232
2838,34,3,9,11,26.1,4.48,0.66181248,0.50746752
3829,27,1,6,4,25.4,20.62,3.67671096,1.56076904
786,35,3,12,8,110.0,4.76,1.591744,3.644256
1732,38,1,16,3,44.8,24.0,3.354624,7.397376
4933,33,4,10,4,82.9,17.14,3.6233103,10.5857497
1678,25,4,2,0,25.7,5.44,0.55503776,0.84304224
856,43,1,24,22,76.9,1.83,0.59668248,0.81058752
2568,23,3,0,4,21.0,2.67,0.1255968,0.4351032
2072,25,1,2,6,18.1,27.02,1.27645182,3.61416818
1671,36,1,5,16,26.3,15.49,1.11216651,2.96170349
4020,24,1,6,2,26.0,22.74,1.832844,4.079556
3433,35,2,9,14,36.3,17.32,1.0688172,5.2183428
1672,29,2,9,5,34.8,9.54,0.68390352,2.63601648
2232,30,1,4,3,28.5,13.13,0.26568555,3.47636445
4788,23,2,4,2,36.6,4.91,0.39175908,1.40530092
4134,21,1,0,0,17.5,4.89,0.23875425,0.61699575
4514,31,3,4,11,64.4,18.82,3.636024,8.484056
846,32,2,5,10,34.5,3.56,0.3168756,0.9113244
3621,25,1,8,0,35.8,16.78,1.00320908,5.00403092
3956,35,1,5,5,25.8,15.68,2.9531712,1.0922688
6,45,1,0,13,28.1,4.28,0.92486092,0.27781908
2926,35,1,6,4,31.5,4.39,0.0221256,1.3607244
2267,49,1,7,8,36.8,24.87,3.889668,5.262492
3432,38,1,17,12,70.5,6.21,0.6391953,3.7388547
2387,52,2,15,22,48.8,26.46,2.0659968,10.8464832
2441,30,2,7,3,24.4,15.82,0.9457196,2.9143604
4991,41,1,8,16,31.4,3.0,0.043332,0.898668
536,37,1,5,10,21.0,11.83,0.2683044,2.2159956
801,29,1,1,7,23.4,3.92,0.08347248,0.83380752
1317,31,3,8,8,25.8,9.71,0.14279526,2.36238474
3863,36,2,0,16,17.2,9.88,0.17503408,1.52432592
3343,32,1,11,3,54.4,4.22,0.8723584,1.4233216
4432,39,3,14,2,71.7,3.88,0.33105324,2.45090676
2372,53,1,35,25,175.6,3.0,1.490844,3.777156
4501,35,2,3,15,34.8,5.98,0.4994496,1.5815904
3850,37,3,9,10,57.5,7.13,1.47591,2.62384
2008,25,3,0,4,19.0,15.75,0.6014925,2.3910075
3701,33,1,9,12,32.3,10.65,0.5297523,2.9101977
3713,30,4,6,2,64.3,2.71,0.60117285,1.14135715
3017,40,1,9,4,33.5,3.34,0.3211243,0.7977757
3484,37,4,1,15,25.9,2.37,0.32778522,0.28604478
4015,24,2,2,0,16.2,18.72,1.71950688,1.31313312
1844,45,1,28,6,136.0,17.35,11.68002,11.91598
4458,29,2,1,3,25.5,2.53,0.21999615,0.42515385
3121,43,1,4,1,18.9,13.86,0.392931,2.226609
481,42,2,14,4,92.4,6.63,3.36323988,2.76288012
2801,21,3,0,2,22.0,11.32,0.908996,1.581404
4544,26,1,2,1,27.4,8.94,0.55849968,1.89106032
4720,40,2,6,11,36.4,11.69,1.92758748,2.32757252
3857,26,1,0,0,20.4,10.84,0.28526544,1.92609456
144,34,3,12,14,94.7,17.41,1.4838543,15.0034157
886,31,1,3,10,36.6,19.39,1.81676544,5.27997456
2734,39,1,3,12,27.5,10.49,0.7096485,2.1751015
2079,30,2,5,9,66.6,11.02,1.31373828,6.02558172
385,48,3,25,5,152.8,12.03,7.1689176,11.2129224
281,34,3,2,14,17.7,6.81,0.49661244,0.70875756
